151108884304,16652,600,592,43.26,791,-108,47,0,1,0
151108884314,16612,564,568,43.17,779,-127,42,0,1,0
151108884324,16612,580,564,43.26,783,-78,47,0,1,0
151108884335,16644,532,572,43.26,763,-76,46,0,1,0
151108884345,16620,560,524,43.26,814,-117,60,0,1,0
151108884355,16616,620,492,43.26,751,-80,47,0,1,0
151108884366,16604,504,564,43.12,805,-95,55,0,1,0
151108884376,16640,608,504,43.17,787,-82,45,0,1,0
151108884386,17092,640,908,43.02,773,-42,45,0,1,0
151108884397,16648,724,520,42.98,813,-148,76,0,1,0
151108884407,16568,632,556,42.98,772,-116,68,0,1,0
151108884417,16628,388,460,43.31,800,-99,45,0,1,0
151108884428,16592,516,452,43.02,788,-119,49,0,1,0
151108884438,16584,660,744,43.26,788,-147,39,0,1,0
151108884448,16428,1536,372,42.98,262,-153,63,0,1,0
151108884459,16480,1944,484,43.31,436,145,19,0,1,0
151108884469,16716,1292,640,43.35,552,-199,85,0,1,0
151108884479,16788,1264,972,43.26,793,-582,181,0,1,0
151108884490,16668,576,632,43.26,461,-120,7,0,1,0
151108884500,16908,972,400,43.12,607,170,-57,0,1,0
151108884510,16980,980,-596,43.17,1003,-65,-33,0,1,0
151108884521,16548,648,320,43.35,1088,159,-2,0,1,0
151108884531,16304,284,112,43.02,1411,26,143,0,1,0
151108884541,16380,184,596,43.02,1537,-131,3,0,1,0
151108884552,16816,-324,216,43.17,1590,-41,-4,0,1,0
151108884562,16876,-820,800,43.02,1569,-48,28,0,1,0
151108884572,16660,-1128,680,43.17,1253,-109,46,0,1,0
151108884583,16232,-904,720,43.35,462,-616,-73,0,1,0
151108884593,16588,-548,692,43.35,40,-177,101,0,1,0
151108884603,16908,-96,908,43.26,-605,-162,92,0,1,0
151108884613,16704,524,1116,43.17,-1254,-77,205,0,1,0
151108884624,17268,448,1164,43.12,-1589,-3,154,0,1,0
151108884634,16388,908,780,43.45,-1290,-86,85,0,1,0
151108884644,15808,1084,-336,43.26,-1330,-114,63,0,1,0
151108884655,16244,1172,624,43.26,-808,-265,164,0,1,0
151108884665,16676,1468,244,43.02,-337,-354,124,0,1,0
151108884676,16320,1440,208,43.31,-187,-218,126,0,1,0
151108884686,16596,1836,216,43.26,77,-64,156,0,1,0
151108884696,16564,1864,416,43.26,621,-142,58,0,1,0
151108884707,16504,1080,60,43.35,1307,-78,-13,0,1,0
151108884717,16552,504,452,43.31,2305,-52,-63,0,1,0
151108884727,16616,296,372,43.02,2209,-105,-81,0,1,0
151108884738,16664,384,724,43.35,1194,-70,28,0,1,0
151108884748,16612,468,452,43.17,732,-72,45,0,1,0
151108884758,16628,424,428,43.17,806,-68,62,0,1,0
151108884768,16600,544,396,43.26,805,-97,54,0,1,0
151108884779,16516,556,584,43.26,772,-118,30,0,1,0
151108884789,16544,476,564,43.26,771,-79,62,0,1,0
151108884800,16552,628,296,43.26,822,-83,63,0,1,0
151108884810,16620,464,620,43.35,759,-94,24,0,1,0
151108884820,16684,272,480,42.98,848,-57,30,0,1,0
151108884830,16568,160,308,43.02,1066,-62,47,0,1,0
151108884841,16628,356,572,43.12,1022,-185,27,0,1,0
151108884851,16732,412,732,43.02,1042,-130,53,0,1,0
151108884861,16624,748,344,43.45,1052,-47,66,0,1,0
151108884872,16532,1176,452,43.12,929,-46,114,0,1,0
151108884882,16620,1140,548,43.26,765,-38,72,0,1,0
151108884892,16660,1096,836,43.17,876,-136,8,0,1,0
151108884903,16340,1456,408,43.02,634,-112,27,0,1,0
151108884913,16412,2252,248,43.31,1138,-180,-57,0,1,0
151108884923,16368,1380,76,43.31,1081,-182,23,0,1,0
151108884934,16324,528,52,43.26,581,187,6,0,1,0
151108884944,16812,676,-224,43.17,609,183,114,0,1,0
151108884954,16436,188,40,43.31,1915,-93,66,0,1,0
151108884965,16576,468,752,43.31,2923,-428,-72,0,1,0
151108884975,16584,-1164,396,43.31,2459,-65,-95,0,1,0
151108884985,16704,-1404,1020,43.02,1311,8,-5,0,1,0
151108884996,16584,-2312,664,43.12,740,-155,17,0,1,0
151108885006,16556,-864,-1048,43.02,1000,-314,-110,0,1,0
151108885017,24904,32767,-26416,43.02,5443,15560,-2774,1,1,0
151108885027,9128,-15956,16,43.12,2642,3880,454,1,1,0
151108885037,3108,-4016,6368,43.35,994,9670,-6372,1,1,1
151108885048,14860,-724,1724,43.35,-1725,-1499,430,1,1,0
151108885058,16556,192,236,43.12,611,133,-7,0,1,0
151108885068,16612,388,748,43.12,269,-178,84,0,1,0
151108885078,16576,1184,344,43.12,525,-117,56,0,1,0
151108885089,16572,872,460,43.26,694,-104,71,0,1,0
151108885099,16668,588,524,43.02,812,-87,7,0,1,0
151108885109,16632,376,544,42.98,1016,-93,27,0,1,0
151108885120,16540,364,660,43.26,1010,-93,2,0,1,0
151108885130,16604,176,556,43.17,1001,-125,19,0,1,0
151108885140,16696,352,432,43.45,872,-111,42,0,1,0
151108885151,16736,164,312,43.26,1133,-191,59,0,1,0
151108885161,16648,396,456,42.93,1586,-118,-10,0,1,0
151108885171,16744,464,480,43.17,1753,-145,8,0,1,0
151108885182,16248,792,-36,43.45,1547,143,61,0,1,0
151108885192,16832,1208,1284,43.12,1170,-96,13,0,1,0
151108885202,16592,2980,844,43.02,1761,-24,-2,0,1,0
151108885212,16576,2536,636,43.26,180,-41,71,0,1,0
151108885223,16512,1776,1168,43.17,-243,-525,-14,0,1,0
151108885233,16840,912,68,43.02,-524,-274,134,0,1,0
151108885243,16372,-428,972,43.35,-339,-431,109,0,1,0
151108885254,16508,-1096,-616,43.12,991,-212,76,0,1,0
151108885264,16652,-1428,204,43.17,1682,160,90,0,1,0
151108885275,16684,-580,452,43.35,3364,-420,-383,0,1,0
151108885285,16704,-436,256,43.12,3380,276,-124,0,1,0
151108885295,16964,460,596,43.02,3678,-110,-119,0,1,0
151108885305,16500,232,-284,42.98,3111,333,-84,0,1,0
151108885316,16472,1616,336,43.26,2868,-152,-28,0,1,0
151108885326,16248,1604,436,43.35,2019,-161,10,0,1,0
151108885336,16544,1712,468,43.35,1070,-65,48,0,1,0
151108885346,16548,3220,572,42.98,557,154,149,0,1,0
151108885357,15932,2144,864,43.12,-1243,115,95,0,1,0
151108885368,16248,-904,944,43.35,-3551,-284,377,0,1,0
151108885378,16748,-1444,4,43.26,-4493,-391,312,0,1,0
151108885388,16548,-704,-904,43.26,-233,-97,138,0,1,0
151108885399,15552,18252,-8596,43.26,15615,-5886,-1384,1,1,0
151108885409,14568,-2940,1148,43.12,22690,1022,-713,1,1,1
151108885419,14024,-1208,6336,43.17,11801,2236,504,0,1,0
151108885429,17904,268,-3112,43.02,-1750,-529,245,0,1,0
151108885440,16792,-548,2040,43.26,-3116,-212,316,0,1,0
151108885450,16988,360,668,43.02,-6484,-342,426,0,1,0
151108885460,17036,1276,928,43.17,-7446,-580,475,0,1,0
151108885471,17544,968,1684,43.17,-7811,-769,433,0,1,0
151108885481,17952,-1048,2580,43.12,-7576,-58,647,0,1,0
151108885492,17016,-660,1664,43.02,-7479,14,614,0,1,0
151108885502,16700,492,924,43.17,-7452,-467,453,0,1,0
151108885512,16060,940,168,42.98,-6033,-512,562,0,1,0
151108885522,16400,680,548,43.31,-5687,-206,441,0,1,0
151108885533,16652,1092,572,43.45,-5128,-236,340,0,1,0
151108885543,16568,1288,500,43.02,-3750,-447,375,0,1,0
151108885553,16344,1716,-1204,43.31,-120,2,186,0,1,0
151108885564,16616,1572,-8,43.12,3347,-20,-114,0,1,0
151108885574,16712,768,388,43.35,4783,24,-212,0,1,0
151108885585,16552,760,500,43.31,4985,-13,-163,0,1,0
151108885595,16608,1008,484,43.12,4714,-12,-190,0,1,0
151108885605,16516,940,296,43.26,4971,87,-199,0,1,0
151108885616,16696,932,1036,43.02,5074,-103,-231,0,1,0
151108885626,16624,1232,1004,43.26,4047,105,-107,0,1,0
151108885636,16668,632,1152,43.26,1841,-88,27,0,1,0
151108885647,16680,-1492,700,43.12,-162,-158,111,0,1,0
151108885657,16628,-1800,568,42.98,-1273,-11,137,0,1,0
151108885667,16372,228,1044,43.17,-264,-562,182,0,1,0
151108885678,16324,2468,148,43.31,1195,-123,-3,0,1,0
151108885688,4548,348,2504,42.98,599,356,-100,0,1,0
151108885698,16272,-2048,-1424,43.31,-14436,1655,-327,0,1,1
151108885709,16404,1988,-672,43.26,-842,-6257,806,0,1,0
151108885719,12388,2200,-4680,43.26,2835,-755,294,1,1,0
151108885729,16356,2652,168,43.12,4272,104,2,0,1,0
151108885740,16496,424,24,42.98,4718,-55,-148,0,1,0
151108885750,16788,88,892,43.35,6056,-17,-271,0,1,0
151108885760,16612,396,904,43.02,4329,25,-139,0,1,0
151108885771,16580,744,1184,43.17,2704,-32,-10,0,1,0
151108885781,16692,144,960,43.17,608,-97,46,0,1,0
151108885791,16632,584,700,43.02,-279,-192,128,0,1,0
151108885802,16540,-40,648,43.02,-512,-153,125,0,1,0
151108885812,16740,4,324,43.26,354,-53,90,0,1,0
151108885822,16620,-332,700,43.26,259,-120,112,0,1,0
151108885833,16648,-76,652,43.45,-443,-96,146,0,1,0
151108885843,16856,288,796,43.02,-735,-176,158,0,1,0
151108885853,16492,1204,560,43.17,-1540,-82,191,0,1,0
151108885864,16544,2260,1008,43.26,-2412,-273,203,0,1,0
151108885874,16720,1260,448,43.12,-4081,-354,286,0,1,0
151108885884,16424,516,-316,42.98,-2704,-92,243,0,1,0
151108885895,16432,476,-1144,43.45,1414,-60,27,0,1,0
151108885905,16276,652,-712,43.26,5722,134,-181,0,1,0
151108885915,16000,572,-476,42.98,9446,238,-500,0,1,0
151108885926,16688,856,328,43.02,12150,366,-621,0,1,0
151108885936,2656,-280,-788,42.98,9654,2440,-824,1,1,0
151108885946,16104,-4400,936,42.98,-2259,-16680,924,0,1,1
151108885956,11088,-2784,-6320,43.12,-3979,8086,1090,1,1,0
151108885967,16652,1452,964,43.26,3195,-304,-97,0,1,0
151108885977,16552,632,724,42.98,2587,190,-100,0,1,0
151108885987,16724,180,1192,43.17,493,-109,23,0,1,0
151108885998,16532,932,604,43.02,-215,-243,101,0,1,0
151108886008,16560,844,468,43.35,-9,-121,63,0,1,0
151108886019,16624,560,584,43.12,-34,-88,111,0,1,0
151108886029,16612,544,452,42.98,282,-111,95,0,1,0
151108886039,16628,412,512,43.31,432,-107,80,0,1,0
151108886050,16620,268,540,43.02,631,-108,59,0,1,0
151108886060,16588,396,544,43.12,747,-79,53,0,1,0
151108886070,16672,552,412,43.12,811,-37,77,0,1,0
151108886080,16636,352,616,43.02,923,-86,40,0,1,0
151108886091,16592,-20,688,43.02,961,-93,27,0,1,0
151108886101,16644,168,608,43.17,856,-146,15,0,1,0
151108886111,16604,428,892,43.31,413,-216,9,0,1,0
151108886122,16780,1144,1132,43.02,-1357,-243,98,0,1,0
151108886132,16640,1092,1120,43.31,-2967,-675,112,0,1,0
151108886142,16612,780,-48,43.17,-3500,-169,382,0,1,0
151108886153,16676,924,196,43.12,-1863,-56,267,0,1,0
151108886163,16580,1096,-164,43.17,526,-29,125,0,1,0
151108886173,16568,748,120,42.93,2226,396,198,0,1,0
151108886184,16504,604,-112,43.12,3955,-77,-171,0,1,0
151108886194,16548,224,292,43.31,4871,105,-168,0,1,0
151108886204,16700,832,900,43.12,4872,98,-202,0,1,0
151108886215,16696,1184,1076,43.26,4243,51,-38,0,1,0
151108886225,16648,1584,720,43.26,3888,69,-103,0,1,0
151108886235,16820,1264,600,43.12,4109,-32,-245,0,1,0
151108886246,16464,884,648,42.93,4697,-278,-328,0,1,0
151108886256,16748,520,808,43.26,4289,246,-162,0,1,0
151108886266,16596,216,1044,43.35,3166,-6,-97,0,1,0
151108886277,16736,-108,1084,42.98,1407,28,44,0,1,0
151108886287,16732,-376,932,43.35,-217,-85,129,0,1,0
151108886297,16732,-388,1204,43.26,-1886,-317,262,0,1,0
151108886308,16760,192,940,43.12,-3775,-285,336,0,1,0
151108886318,16304,-344,912,43.17,-4315,-269,216,0,1,0
151108886328,16812,536,648,42.98,-3977,-335,290,0,1,0
151108886339,16900,456,1156,42.98,-3975,-395,302,0,1,0
151108886349,16612,-96,804,43.12,-5282,187,479,0,1,0
151108886359,16308,156,-184,43.35,-3917,-515,297,0,1,0
151108886370,16660,292,264,43.12,-2945,-765,104,0,1,0
151108886380,16636,524,112,43.26,-2722,480,546,0,1,0
151108886390,16664,384,692,42.98,-1525,55,304,0,1,0
151108886401,16528,876,176,43.02,-875,3,187,0,1,0
151108886411,16780,1012,1184,43.31,-637,80,56,0,1,0
151108886421,16752,1832,500,43.12,-489,-400,58,0,1,0
151108886431,16256,892,48,42.98,-871,-34,278,0,1,0
151108886442,16448,508,240,43.12,-510,-209,97,0,1,0
151108886452,16572,780,396,43.02,-506,-177,110,0,1,0
151108886462,16640,552,208,43.02,-422,137,221,0,1,0
151108886473,16552,656,408,43.12,225,52,175,0,1,0
151108886483,16188,580,276,43.26,-197,-376,-73,0,1,0
151108886493,16508,244,404,43.31,-103,81,187,0,1,0
151108886504,16720,-872,1236,43.17,-272,-1096,-272,0,1,0
151108886514,17068,-1232,1928,43.31,-2215,-437,159,0,1,0
151108886524,16144,-416,464,43.02,-3569,-203,250,0,1,0
151108886535,16520,-168,1488,42.93,-2385,-356,312,0,1,0
151108886545,16796,952,720,42.98,-2178,-75,337,0,1,0
151108886555,16840,3608,-1464,43.02,959,-652,-299,0,1,0
151108886566,16516,3172,28,43.26,1622,27,-41,0,1,0
151108886576,16592,2352,1044,43.02,1147,-119,-10,0,1,0
151108886587,16488,2456,504,42.98,124,-255,56,0,1,0
151108886597,16696,4264,312,42.93,524,-3,179,0,1,0
151108886607,17544,3952,388,43.12,3003,-189,-73,0,1,0
151108886618,18752,4640,1696,43.17,5043,397,71,0,1,0
151108886628,14744,3628,12,43.02,9376,373,-345,0,1,0
151108886638,11800,-3248,240,43.26,7169,824,-584,0,1,0
151108886649,16872,-5988,4216,43.17,4706,-360,-51,0,1,0
151108886659,16120,-3008,100,43.12,-414,-62,101,0,1,0
151108886669,16660,-876,644,43.12,601,-38,84,0,1,0
151108886679,16892,-4536,1028,43.26,391,34,72,0,1,0
151108886690,17144,-6232,4412,43.17,-1894,-879,244,0,1,0
151108886700,17144,324,3084,43.17,-6949,-1340,94,0,1,0
151108886711,24568,11276,-272,42.93,-5328,2106,1174,0,1,0
151108886721,15912,4884,160,43.26,-4960,421,506,0,1,0
151108886731,16432,5352,212,43.17,-967,-225,38,0,1,0
151108886742,16664,1996,184,42.98,544,-180,166,0,1,0
151108886752,14860,5512,-84,43.12,1500,-177,197,0,1,0
151108886762,16352,5476,2572,42.98,2643,131,104,0,1,0
151108886772,15844,3876,2116,43.12,2841,554,281,0,1,0
151108886783,17400,-3084,1364,43.02,1938,252,-528,0,1,0
151108886793,17936,-9692,-1384,43.02,-1505,-446,85,0,1,0
151108886803,16800,-3424,792,43.12,880,12,40,0,1,0
151108886814,16620,-2904,216,43.35,193,-1,85,0,1,0
151108886824,16268,-5008,-388,43.12,386,216,143,0,1,0
151108886835,17552,-4372,1224,43.17,2059,-1540,-820,0,1,0
151108886845,20204,-2188,2756,43.12,-6337,-446,373,0,1,0
151108886855,15540,1428,-1132,42.93,-3201,664,508,0,1,0
151108886866,-924,20968,728,42.98,-3922,14974,496,1,1,0
151108886876,15948,4596,1340,43.17,-6886,-1823,-413,0,1,0
151108886886,17916,1616,1536,42.98,5528,-5634,-218,0,1,0
151108886897,15640,-2980,-3348,43.12,12622,2995,-538,1,1,0
151108886907,16788,216,1848,43.26,3385,-859,198,0,1,0
151108886917,16604,-804,404,42.98,723,63,10,0,1,0
151108886928,16580,28,572,43.02,1143,-172,51,0,1,0
151108886938,16668,-420,592,43.26,872,-120,58,0,1,1
151108886948,16636,228,632,42.98,748,-83,37,0,1,0
151108886959,16596,384,572,43.02,748,-172,61,0,1,0
151108886969,16544,832,516,42.93,773,-122,46,0,1,0
151108886979,16588,592,200,42.98,726,-95,76,0,1,0
151108886990,16684,1048,364,43.17,931,-14,56,0,1,0
151108887000,16620,2600,224,42.98,1395,-34,53,0,1,0
151108887010,16108,2012,68,43.02,1630,147,-111,0,1,0
151108887021,16592,488,460,43.26,1058,-37,-28,0,1,0
151108887031,17240,-340,816,43.12,663,197,-35,0,1,0
151108887041,16704,-3472,1036,43.12,608,-66,54,0,1,0
151108887052,16740,-2856,664,43.26,93,-319,96,0,1,0
151108887062,16500,-1320,372,43.17,755,-482,47,0,1,0
151108887072,16936,688,-28,42.98,2139,-287,-222,0,1,0
151108887082,17200,1848,1244,43.17,1359,184,68,0,1,0
151108887093,16140,3308,-128,43.02,1575,-9,-38,0,1,0
151108887103,16556,3092,952,43.12,1502,-13,-14,0,1,0
151108887114,16596,2596,892,42.98,121,-173,129,0,1,0
151108887124,16284,2428,-80,42.98,-1135,-208,296,0,1,0
151108887134,15656,-124,872,43.02,-3856,6,382,0,1,0
151108887145,16392,1056,1092,42.93,-4745,-175,332,0,1,0
151108887155,17020,512,-492,43.02,-4363,56,303,0,1,0
151108887165,16880,-816,-484,43.02,-1931,165,50,0,1,0
151108887176,15640,-8648,2684,42.98,-14267,-3315,489,0,1,0
151108887186,16680,-612,1628,43.12,2441,420,-112,0,1,0
151108887196,16884,-488,260,43.12,4618,-68,-201,0,1,0
151108887207,16392,312,408,42.93,5995,-158,-238,0,1,0
151108887217,16732,156,-136,43.12,6596,-139,-96,0,1,0
151108887227,15836,684,216,43.31,6156,39,-319,0,1,0
151108887238,16664,2016,1788,43.12,3196,-74,-214,0,1,0
151108887248,16492,2976,764,43.26,1097,-104,83,0,1,0
151108887258,16484,3064,320,42.98,441,-88,90,0,1,0
151108887268,16572,3392,876,42.93,-24,20,134,0,1,0
151108887279,17124,2340,936,43.02,-2565,-416,301,0,1,0
151108887289,16012,1208,440,42.84,-6375,127,427,0,1,0
151108887300,16784,2192,-908,43.02,-7462,-420,529,0,1,0
151108887310,13408,3052,-3612,43.17,-4304,1836,595,1,1,0
151108887320,16324,-2912,-1608,43.31,-2995,29,138,0,1,0
151108887331,16888,-1664,208,43.02,-3071,172,286,0,1,0
151108887341,16700,-956,-152,43.12,-1737,-224,124,0,1,0
151108887351,16528,-904,-900,43.12,-749,-381,76,0,1,0
151108887361,16584,-48,248,43.17,606,-235,6,0,1,0
151108887372,16776,192,940,43.17,446,29,149,0,1,0
151108887382,16584,3144,720,42.79,1228,-43,134,0,1,0
151108887392,16624,4504,612,43.26,1785,-210,-67,0,1,0
151108887403,16920,-3640,764,43.26,1836,-160,-152,0,1,0
151108887413,15620,-2832,-620,42.98,-1362,235,343,0,1,0
151108887424,16248,2696,-732,43.02,1536,-71,83,0,1,0
151108887434,16164,4788,268,42.93,3122,294,-78,0,1,0
151108887444,17072,-6996,2520,42.98,-2588,-193,246,0,1,0
151108887455,16616,-284,-588,43.17,806,-286,88,0,1,0
151108887465,16248,4488,-792,42.98,3509,223,66,0,1,0
151108887475,16320,600,1056,43.12,5550,-57,-176,0,1,0
151108887486,16508,2776,1800,43.26,-3,-67,113,0,1,0
151108887496,17084,2268,992,43.12,-1995,281,165,0,1,0
151108887506,16572,952,1924,43.02,-3066,-364,307,0,1,0
151108887516,16228,-504,-152,42.93,-10756,1151,868,0,1,0
151108887527,15496,716,-44,43.26,-11805,-166,606,0,1,0
151108887537,17412,1464,-888,43.02,-10161,-773,497,0,1,0
151108887547,15484,2028,-1120,43.26,-6731,-204,459,0,1,0
151108887558,16692,-488,-668,42.98,-1261,-363,-28,0,1,0
151108887568,16572,-2888,-612,43.02,2014,-194,-57,0,1,0
151108887579,16644,-2704,-296,43.12,3013,176,-5,0,1,0
151108887589,16580,-1376,-552,43.17,5615,-68,-163,0,1,0
151108887599,19096,-564,-360,43.12,10523,-1259,23,0,1,0
151108887609,15636,184,-180,43.02,9380,993,-362,0,1,0
151108887620,17716,240,492,43.02,8674,-343,-97,0,1,0
151108887630,15868,564,1172,42.98,7633,355,-199,0,1,0
151108887640,13868,8244,-348,43.02,-3174,-17354,2779,1,1,1
151108887651,15744,-8592,2192,43.02,1882,-36,145,0,1,0
151108887661,16612,1108,576,42.93,838,-7,61,0,1,0
151108887672,16676,1296,328,42.93,861,-8,69,0,1,0
151108887682,15824,892,88,43.02,1348,-47,-35,0,1,0
151108887692,16924,1560,248,43.12,1538,112,-7,0,1,0
151108887702,16776,1412,928,43.12,2090,-75,-22,0,1,0
151108887713,16816,968,1284,43.02,2582,260,-161,0,1,0
151108887723,17100,-1568,448,42.98,2940,156,-70,0,1,0
151108887733,16584,-3248,1956,42.98,2790,228,-154,0,1,0
151108887744,16664,-512,-48,42.98,814,-77,85,0,1,0
151108887754,16492,536,-848,42.93,3434,-192,-172,0,1,0
151108887765,16588,716,-156,42.93,6099,-200,-256,0,1,0
151108887775,17328,-348,636,43.26,7097,-508,-172,0,1,0
